danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,track_name,album_name,artist
0.496,0.741,F#,-5.538,major,0.0248,0.429,0,0.0831,0.349,95.997,3N2dmAfo6SIpRvKooI9U0A,184587,4,F# major,Quiero Ser,15 Años De Historia,Menudo
0.769,0.867,F,-7.11,major,0.0352,0.428,4.8e-5,0.385,0.9,115.496,6ewf8NhGGpmQiBIsBu1Pu5,181987,4,F major,Fuego,15 Años De Historia,Menudo
0.76,0.536,F#,-12.339,major,0.0433,0.0964,4.16e-4,0.171,0.977,137.256,7ofsWC9YSnnF1SgGs0YSWF,191800,4,F# major,Me Sigue Pareciendo Frío,Detrás de Tú Mirada,Menudo
0.625,0.788,D,-6.767,major,0.136,0.667,1.06e-6,0.165,0.961,120.955,0HCAoSv0SZQx0jLIhiyFhV,176587,4,D major,Mi Banda Toca Rock,15 Años De Historia,Menudo
0.749,0.793,C,-6.63,major,0.0814,0.233,0,0.118,0.799,131.409,0Fsf951g13ewVLsHvhJItC,186293,4,C major,Lluvia,15 Años De Historia,Menudo
0.657,0.755,D,-6.597,major,0.028,0.322,1.1e-5,0.125,0.938,125.991,32lN1w1u1quDQGdYXERY0r,207960,4,D major,Dulces Besos,15 Años De Historia,Menudo
0.664,0.719,D,-13.924,major,0.045,2.22e-4,1.89e-4,0.0763,0.833,120.487,5VItf8FeRQWVwuB1bX2H2j,342733,4,D major,Búscame,15 Años,Menudo
0.764,0.551,F#,-11.98,major,0.0451,0.12,6.56e-4,0.28,0.746,90.775,16flEBCtUF67V5yO0GxYWn,256560,4,F# major,Hangin' Tough,Hangin' Tough,New Kids On The Block
0.661,0.598,D#,-6.967,major,0.0359,0.187,0,0.0605,0.653,151.538,3uWDev1JIiPQgH6FRX5HyM,247227,4,D# major,Please Don't Go Girl - Single Version,Super Hits,New Kids On The Block
0.666,0.793,A#,-6.395,major,0.066,0.0877,0,0.47,0.551,94.949,7MpP4LpNi4nMj8zSjmysEn,217280,4,A# major,Dirty Dancing,The Block (International Version),New Kids On The Block
0.632,0.785,E,-7.336,major,0.101,0.00972,0,0.0676,0.786,83.94,0qrRTN0lWS2BABRJRM3mwE,202413,4,E major,Summertime,The Block (International Version),New Kids On The Block
0.667,0.793,C,-7.106,major,0.0505,0.0863,0,0.115,0.317,134.025,3hf8PQ16yGsB8xMWIwyk6T,235267,4,C major,Single,The Block (International Version),New Kids On The Block
0.669,0.434,D#,-12.854,major,0.0408,0.136,3.53e-5,0.21,0.533,152.158,2unWjXOcFWT2vlleStTEJy,263533,4,D# major,Please Don't Go Girl,Hangin' Tough,New Kids On The Block
0.839,0.851,B,-6.713,major,0.138,0.0374,0,0.109,0.926,119.977,2N3JVnB85hqJl6SzTlZOxv,238427,4,B major,Pop,Celebrity,*NSYNC
0.745,0.807,C,-5.191,minor,0.0884,0.0887,1.49e-5,0.0283,0.858,93.967,5TxdQaqp2Xn9IBTlfq26l7,253600,4,C minor,Girlfriend,Celebrity,*NSYNC
0.375,0.527,A#,-8.422,major,0.0507,0.449,0,0.305,0.303,167.242,08zfRiERqpy7J0x8akk7zt,241493,4,A# major,(God Must Have Spent) A Little More Time On You - Remix,'N Sync UK Version,*NSYNC
0.707,0.222,G,-11.716,major,0.0329,0.788,0,0.205,0.556,110.095,7kSLdGdXLey7pzLsWpdg1h,219640,4,G major,Little Things,Take Me Home: Yearbook Edition,One Direction
0.672,0.52,G#,-7.747,major,0.0353,0.859,0,0.115,0.37,120.001,5O2P9iiztwhomNh8xkR9lJ,226600,4,G# major,Night Changes,FOUR (Deluxe),One Direction
0.655,0.699,B,-4.421,major,0.0493,0.0352,0,0.064,0.802,86.704,0HMjXBAZmSYOTTi33WpMso,187427,4,B major,History,Made In The A.M. (Deluxe Edition),One Direction
0.512,0.754,C,-6.031,major,0.055,0.135,0,0.0881,0.336,147.89,72C7aUQECOhNtnD0AC36ua,201693,4,C major,They Don't Know About Us,Take Me Home: Yearbook Edition,One Direction
0.574,0.329,C#,-6.829,major,0.0274,0.22,0,0.0986,0.356,130.993,2afCBiru10AFckfOa49wIa,237933,4,C# major,You & I,Midnight Memories (Deluxe),One Direction
0.647,0.823,D,-5.231,major,0.0762,0.0598,0,0.119,0.396,99.933,3NLnwwAQbbFKcEcV8hDItk,230333,4,D major,Perfect,Made In The A.M. (Deluxe Edition),One Direction
0.729,0.771,E,-2.451,major,0.0725,0.00761,0,0.087,0.873,125.011,3SPDQfj2UfWq6A2NllZnzn,198053,4,E major,What Makes You Beautiful,Up All Night,One Direction
0.544,0.809,G#,-5.098,major,0.0363,0.0038,0,0.323,0.448,145.017,4b4KcovePX8Ke2cLIQTLM0,197640,4,G# major,All Night,Night & Day (Night Edition),The Vamps
0.818,0.567,G#,-6.775,major,0.098,0.0252,0,0.0606,0.886,101.014,3Tg4U3oXOQqMzD9vPIdQKn,205773,4,G# major,Hair Too Long,Hair Too Long,The Vamps
0.607,0.724,B,-4.313,minor,0.0517,0.00392,0,0.0712,0.414,130.008,7yCm5uEZcQ6uzt9E5Py6IR,174600,4,B minor,Middle Of The Night,Night & Day (Night Edition),The Vamps
0.522,0.697,C,-3.494,major,0.102,0.0658,0,0.1,0.447,100.001,5kflnIKOUU6aLXkVXmJ6iK,193200,4,C major,Personal,Personal,The Vamps
0.71,0.863,E,-4.645,major,0.054,0.137,0,0.281,0.683,89.99,7I8EGPtqTwlC0UlCAkpYtP,179440,4,E major,I Found A Girl,Wake Up (Deluxe),The Vamps
0.631,0.811,C#,-4.749,minor,0.046,0.00295,0,0.206,0.593,130.159,2kqAtjOtQPAR0OiYUJR43k,192711,4,C# minor,Can We Dance,Meet The Vamps,The Vamps
0.562,0.857,G,-3.926,minor,0.0801,0.0383,0,0.11,0.539,126.883,6nHqns54LRqDNjeqKDF3v8,197936,4,G minor,Glad You Came,Battleground,The Wanted
0.571,0.762,E,-4.484,major,0.0392,0.148,0,0.108,0.313,100.019,5OHwyr1icA3MYqRMiSKAMu,188338,4,E major,Could This Be Love,Word Of Mouth (Deluxe),The Wanted
0.56,0.813,F,-3.38,major,0.0586,0.00663,0,0.0912,0.386,126.084,4i1yHB5Q9PhtWlWCplG3u5,202151,4,F major,Walks Like Rihanna,Word Of Mouth (Deluxe),The Wanted
0.616,0.35,B,-6.975,major,0.0308,0.787,0,0.105,0.183,129.368,3sxnWc4zmcftJwlazQaFGH,180471,4,B major,Heartbreak Story,Word Of Mouth (Deluxe),The Wanted
0.567,0.657,C#,-5.272,major,0.034,0.185,0,0.147,0.268,84.025,5brnPTeXJyDznyZztbx9KA,223120,4,C# major,Heart Vacancy,The Wanted (Special Edition),The Wanted
0.582,0.703,D,-3.788,major,0.0337,0.039,0,0.27,0.245,149.062,12xQjCTsGm2JKWZklTOZnu,219324,4,D major,Everybody Knows,Word Of Mouth (Deluxe),The Wanted
0.475,0.773,C,-4.252,major,0.0366,0.0069,0,0.36,0.406,77.502,28n62PUyuEnv5qpX3CLOzq,207898,3,C major,Show Me Love (America),Word Of Mouth (Deluxe),The Wanted
0.609,0.721,F,-4.952,major,0.0267,0.181,1.65e-4,0.253,0.265,122.056,05sIXl70MwXilT6YdLiQ9Y,218825,4,F major,Warzone,Battleground,The Wanted
0.557,0.719,D,-4.515,minor,0.0372,0.00267,0,0.306,0.344,77.501,3aW0ds4A4tSQDIp75FqWTo,242334,4,D minor,FAKE LOVE,Love Yourself 轉 'Tear',BTS
0.57,0.422,C#,-7.561,minor,0.0422,0.372,0,0.127,0.169,113.007,48XfojJC87VKLlUotYV0Gm,242293,4,C# minor,The Truth Untold,Love Yourself 轉 'Tear',BTS
0.769,0.817,C,-4.092,minor,0.0339,0.0268,9.95e-5,0.084,0.866,139.979,1trFxVLL8WKhYap543e74l,218615,4,C minor,Airplane pt.2,Love Yourself 轉 'Tear',BTS
0.813,0.875,C#,-2.92,minor,0.0918,0.0237,0,0.288,0.756,99.004,4lRwa7PKcGIuJMwtPIYKdy,232966,4,C# minor,Anpanman,Love Yourself 轉 'Tear',BTS
0.598,0.775,C#,-4.035,minor,0.0545,0.022,0,0.0677,0.687,129.819,5SE57ljOIUJ1ybL9U6CuBH,223123,4,C# minor,DNA,Love Yourself 承 'Her',BTS
0.541,0.661,C#,-5.838,major,0.0889,0.103,0,0.0779,0.285,149.926,22ryCgQttpV7oCrn7llGRu,275696,4,C# major,Magic Shop,Love Yourself 轉 'Tear',BTS
0.519,0.828,F,-5.523,major,0.365,0.214,0,0.0571,0.929,139.413,01dmH2IPkrLNWIMPNXlreE,211224,4,F major,Paradise,Love Yourself 轉 'Tear',BTS
0.636,0.876,A,-4.652,major,0.0617,0.0487,0,0.0728,0.759,149.932,645YBsxhFPSOKxGep3uHLv,221529,4,A major,Love Maze,Love Yourself 轉 'Tear',BTS
0.664,0.688,B,-6.466,minor,0.0543,0.153,9.14e-5,0.173,0.65,106.022,38td8VabuKlQt72Q2VnhbO,230063,4,B minor,134340,Love Yourself 轉 'Tear',BTS
0.656,0.883,A,-4.294,minor,0.0737,0.0238,0,0.0481,0.46,129.947,4CvId64YZSB0RfRdfzPIQU,281521,4,A minor,So What,Love Yourself 轉 'Tear',BTS
0.728,0.801,F#,-4.428,minor,0.0439,0.04,0,0.0415,0.656,123.953,46E1ic6n099e76t5J1TbHn,190821,4,F# minor,View,Odd - The 4th Album,SHINee
0.701,0.961,A,-5.256,major,0.0443,0.00326,9.57e-6,0.497,0.487,125.012,6YCySHA5YOZSVxTXJZE6Nl,239533,4,A major,Lucifer,SHINee THE 3rd CONCERT ALBUM <SHINee WORLD Ⅲ in SEOUL>,SHINee
0.602,0.926,G,-1.78,major,0.177,0.102,0,0.317,0.288,125.107,082T4CgUFyV0tjPdzaq6ml,246787,4,G major,Tell Me What To Do,1 and 1 - The 5th Album Repackage,SHINee
0.694,0.879,F,-3.765,minor,0.0515,0.0635,0,0.0478,0.84,108.045,6UmRhJatcth1KF76r5ucvZ,203885,4,F minor,1 of 1,1 of 1 - The 5th Album,SHINee
0.64,0.937,C#,-2.112,major,0.0839,0.0069,0,0.393,0.316,107.013,2sVtrcj32v3fR8mLjqWziv,239187,4,C# major,Sherlock (Clue + Note),Sherlock,SHINee
0.729,0.869,A#,-3.24,minor,0.0994,0.107,0,0.0721,0.889,114.995,1ogT6eFnEuX5BDH8JoKjX8,214689,4,A# minor,Married To The Music,Married To The Music - The 4th Album Repackage,SHINee
0.703,0.712,C#,-5.491,major,0.1,0.184,3.44e-6,0.663,0.598,99.99,2O7DJ26ffSpxD3giTttz6m,217147,4,C# major,누난 너무 예뻐 (Replay) - Live,SHINee World (The 1st Asia Tour Album),SHINee
0.732,0.718,C,-5.442,major,0.0393,0.406,0,0.78,0.585,110.949,2loiab7rLHiw0hbWiIE2SC,241933,4,C major,Stand By Me - Live,SHINee World (The 1st Asia Tour Album),SHINee
0.351,0.384,D,-7.545,major,0.0306,0.161,0,0.217,0.358,135.49,1naapoRLiIo2duWwDE08fL,284587,4,D major,From Now On,SHINee THE BEST FROM NOW ON,SHINee
0.737,0.659,C#,-5.478,major,0.0768,0.201,2.37e-6,0.0879,0.565,99.968,460eZcZsxNbWcs1DQDC9P8,215267,4,C# major,Replay -君は僕のeverything-,THE FIRST,SHINee
